ListingID,Neighborhood,PropertyType,Condition,SqFt,LotSqFt,Beds,Baths,YearBuilt,DistanceToCityMiles,SchoolRating,CrimeIndex,MortgageRatePct,TotalRooms,OnlineEstimateUSD,SalePriceUSD,PostSaleAppraisalUSD
500869,Downtown,Condo,Good,1566,8565,4,2.5,1976,12.31,7.7,14.6,6.62,9.5,613733.0,587065.0,600428.0
500870,Suburb,Condo,Fair,450,7183,2,2.0,2006,15.52,7.5,60.0,7.23,9.0,134628.0,161650.0,179148.0
500871,,House,Good,2038,3684,3,3.0,2010,3.91,9.9,34.3,5.77,11.0,656912.0,692127.0,680871.0
500872,Downtown,Condo,Good,2234,5845,4,3.0,1992,8.19,7.3,5.0,7.0,10.0,711900.0,666880.0,678676.0
500873,Downtown,Townhome,Fair,1373,4968,4,1.0,1951,5.62,5.1,44.8,6.24,7.0,438176.0,432457.0,411808.0
500874,Waterfront,House,Excellent,1608,3437,3,2.0,2012,4.07,5.5,59.3,5.29,9.0,677048.0,633420.0,635209.0
500875,Suburb,House,Good,1222,6364,3,2.0,1988,20.24,8.0,50.9,6.49,7.0,526791.0,520558.0,507890.0
500876,Suburb,Townhome,Fair,,5120,2,1.5,2013,14.25,8.5,71.0,6.07,5.5,514656.0,511274.0,490160.0
500877,Rural,Townhome,Excellent,864,4692,2,1.5,1974,0.3,8.1,43.8,7.24,5.5,354262.0,368956.0,379888.0
500878,Downtown,House,Excellent,1646,9837,4,2.5,2003,11.38,8.2,54.5,5.9,9.5,697641.0,609273.0,608940.0
500879,Suburb,House,Excellent,3118,3456,3,2.0,2007,5.86,7.3,30.8,6.23,8.0,714083.0,828016.0,839799.0
500880,Waterfront,Condo,Good,1884,8492,2,1.0,2023,15.43,4.9,48.1,6.34,7.0,655542.0,634450.0,615667.0
500881,University,Condo,Fair,2154,4518,2,2.0,2019,9.46,6.0,68.3,5.03,8.0,461580.0,488722.0,474269.0
500882,Rural,House,Good,1755,8415,3,2.5,1999,8.01,4.4,53.1,6.51,8.5,421935.0,413440.0,412279.0
500883,Downtown,House,Good,1087,6786,5,,1956,9.79,6.4,48.1,5.59,9.0,323636.0,365896.0,358005.0
500884,Suburb,House,Excellent,1829,7517,4,1.5,2024,11.14,5.0,16.6,7.07,10.5,568062.0,517044.0,517914.0
500885,Downtown,Townhome,Excellent,2114,3614,4,3.5,1970,9.16,7.1,40.1,7.23,11.5,570269.0,613588.0,606199.0
500886,Suburb,House,Excellent,1185,4084,1,3.5,1999,7.76,6.8,26.7,6.19,8.5,527846.0,607743.0,603724.0
500887,Downtown,House,Good,2072,3888,3,1.0,1980,8.22,4.2,57.2,5.22,8.0,461820.0,518076.0,504499.0
500888,Downtown,House,Good,2659,7206,4,1.0,1966,11.86,8.0,34.8,6.31,10.0,628043.0,663633.0,678910.0
500889,Rural,House,Fair,2545,10156,4,2.5,2018,2.66,8.1,51.0,6.31,8.5,604410.0,656644.0,652867.0
500890,Downtown,Townhome,Good,821,12388,4,1.0,1997,8.98,5.0,30.9,6.64,9.0,414460.0,470541.0,456506.0
500891,Downtown,House,Fair,1216,,3,2.0,1976,8.32,7.2,73.5,6.02,9.0,283583.0,328021.0,336130.0
500892,University,House,,801,6822,5,2.0,2008,6.27,8.0,28.4,5.47,11.0,335905.0,330247.0,336021.0
500893,Suburb,Townhome,Fair,2546,2459,5,2.5,2024,13.12,6.6,47.7,6.11,12.5,578274.0,633884.0,636481.0
500894,Suburb,House,Good,2247,1716,3,1.0,1982,1.76,8.2,84.5,5.63,8.0,613869.0,636585.0,639261.0
500895,Downtown,House,Good,2307,3854,2,,1975,6.94,7.3,48.9,7.29,7.0,507051.0,538961.0,534286.0
500896,University,Condo,Good,1279,4344,5,1.0,1962,4.22,8.5,32.8,5.76,8.0,319714.0,361583.0,360041.0
500897,Rural,House,Fair,1092,2552,3,3.0,1976,12.05,7.3,54.8,5.8,8.0,237791.0,257075.0,230748.0
500898,Suburb,Townhome,Fair,1900,2229,4,2.0,1976,6.37,6.8,60.3,6.17,9.0,512403.0,543375.0,524858.0
500899,Rural,Condo,Good,1916,8898,5,1.0,2020,9.27,7.7,58.6,5.44,10.0,480664.0,500486.0,485861.0
500900,Downtown,House,Good,1295,3994,2,2.5,2009,11.15,8.1,16.6,5.93,9.5,553490.0,589057.0,592484.0
